1532142225.708436000, 321.742, -39.7636, -12.5939, 
1532142225.808447000, 321.453, -39.3267, -12.6755, 
1532142225.908534000, 323.586, -32.5521, -11.9261, 
1532142226.408947000, 323.399, -29.7184, -11.7677, 
1532142226.909376000, 323.279, -26.8954, -11.8123, 
1532142227.409804000, 323.129, -24.1821, -11.6513, 
1532142227.910274000, 322.94, -21.5016, -11.4331, 
1532142228.410718000, 322.769, -18.8383, -11.2932, 
1532142228.911163000, 322.475, -16.0395, -11.1055, 
1532142229.411554000, 322.321, -13.653, -10.9605, 
1532142229.911973000, 322.154, -11.2616, -10.8305, 
1532142230.412410000, 321.94, -8.67464, -10.7142, 
1532142230.912828000, 321.731, -6.15278, -10.6034, 
1532142231.413297000, 321.566, -3.69051, -10.5843, 
1532142231.913698000, 321.405, -1.27301, -10.3474, 
1532142232.414178000, 321.288, 1.1481, -10.2406, 
1532142232.914553000, 321.15, 3.44117, -10.2616, 
1532142233.414989000, 320.962, 6.14815, -10.1108, 
1532142233.915412000, 320.706, 8.75, -10.0039, 
1532142234.415857000, 320.353, 11.4824, -9.89965, 
1532142234.916275000, 319.936, 14.2717, -9.67134, 
1532142235.416727000, 319.549, 17.3136, -9.56356, 
1532142235.917164000, 319.207, 19.9076, -9.36741, 
1532142236.417568000, 318.959, 22.8652, -9.23347, 
1532142236.918073000, 318.824, 25.6277, -9.21733, 
1532142237.418432000, 318.722, 28.7171, -9.29681, 
1532142237.918874000, 318.815, 31.89, -9.13439, 
1532142238.419295000, 319.029, 35.0494, -8.87268, 
1532142238.919736000, 319.265, 38.4472, -8.83053, 
1532142239.420157000, 319.645, 41.8511, -8.62222, 
1532142239.920600000, 320.029, 45.4181, -8.21877, 
1532142240.421069000, 320.491, 48.8958, -8.29303, 
1532142240.921451000, 321.098, 52.4697, -8.10127, 
1532142241.421884000, 321.774, 55.7526, -8.08286, 
1532142241.922317000, 322.561, 59.1467, -8.03387, 
1532142242.422746000, 323.513, 62.6304, -7.87368, 
1532142242.923190000, 324.553, 65.8931, -7.8401, 
1532142243.423618000, 325.849, 69.3502, -7.61753, 
1532142243.924045000, 327.185, 72.5646, -7.09076, 
1532142244.424479000, 328.692, 75.9328, -6.89905, 
1532142244.924917000, 330.173, 79.3281, -6.76011, 
1532142245.425364000, 331.746, 82.6285, -6.72401, 
1532142245.925774000, 333.256, 85.797, -6.9446, 
1532142246.426202000, 334.901, 89.1007, -6.6272, 
1532142246.926625000, 336.473, 92.6555, -6.67606, 
1532142247.427057000, 338.098, 96.1737, -6.12609, 
1532142247.927500000, 339.807, 99.8421, -6.02312, 
1532142248.428023000, 341.544, 103.721, -5.90098, 
1532142248.928354000, 343.354, 107.566, -5.63031, 
1532142249.428828000, 345.063, 111.493, -5.484, 
1532142249.929213000, 346.905, 115.363, -5.38156, 
1532142250.429680000, 348.622, 119.273, -5.44547, 
1532142250.930102000, 350.502, 123.295, -5.24682, 
1532142251.430521000, 352.356, 127.297, -5.12348, 
1532142251.930944000, 354.151, 131.247, -5.06972, 
1532142252.431384000, 356.021, 135.207, -4.78635, 
1532142252.931846000, 357.844, 139.169, -4.63831, 
1532142253.432271000, 359.723, 143.471, -4.85462, 
1532142253.932664000, 361.436, 147.173, -4.53002, 
1532142254.433105000, 363.301, 151.1, -4.53717, 
1532142254.933550000, 365.087, 155.12, -4.53378, 
1532142255.433969000, 367.106, 159.256, -4.50856, 
1532142255.934417000, 368.976, 163.045, -4.43724, 
1532142256.434855000, 370.932, 167.046, -4.30355, 
1532142256.935279000, 372.802, 170.96, -4.31831, 
1532142257.435708000, 374.759, 174.763, -4.14822, 
1532142257.936163000, 376.715, 178.783, -4.47095, 
1532142258.436578000, 378.816, 182.48, -4.09955, 
1532142258.937025000, 381.182, 186.399, -4.04561, 
1532142259.437432000, 383.672, 190.083, -4.01973, 
1532142259.937847000, 386.267, 193.674, -3.87337, 
1532142260.438272000, 389.071, 197.355, -3.94082, 
1532142260.938715000, 392, 200.852, -3.79817, 
1532142261.439134000, 394.958, 204.221, -3.89419, 
1532142261.939630000, 398.061, 207.627, -3.86105, 
1532142262.440045000, 401.109, 211.013, -3.95202, 
1532142262.940425000, 404.117, 214.299, -3.88108, 
1532142263.440871000, 407.122, 217.684, -3.82234, 
1532142263.941325000, 409.992, 220.868, -3.99199, 
1532142264.441745000, 412.734, 224.094, -3.98636, 
1532142264.942194000, 415.403, 227.233, -3.72238, 
1532142265.442592000, 417.714, 230.085, -3.7288, 
1532142265.943037000, 419.724, 232.728, -3.70001, 
1532142266.443488000, 421.616, 235.268, -3.82835, 
1532142266.943882000, 423.151, 237.522, -3.84771, 
1532142267.444324000, 424.461, 239.603, -3.98286, 
1532142267.944737000, 425.531, 241.292, -3.81037, 
1532142268.445173000, 426.285, 242.61, -3.78805, 
1532142268.945632000, 426.963, 243.876, -3.9382, 
1532142269.446033000, 427.574, 245.015, -3.70212, 
1532142269.946492000, 428.157, 246.267, -3.81343, 
1532142270.446895000, 428.77, 247.795, -3.81843, 
1532142270.947347000, 429.487, 249.577, -3.9095, 
1532142271.447788000, 430.03, 251.744, -3.74052, 
1532142271.948219000, 430.622, 254.119, -3.61995, 
1532142272.448644000, 431.075, 256.835, -3.58565, 
1532142272.949051000, 431.456, 259.681, -3.47319, 
1532142273.449503000, 431.719, 262.656, -3.45661, 
1532142273.949919000, 431.996, 265.913, -3.30044, 
1532142274.450347000, 432.231, 269.217, -3.31529, 
1532142274.950785000, 432.382, 272.616, -3.27378, 
1532142275.451252000, 432.485, 276.092, -3.19057, 
1532142275.951661000, 432.624, 279.748, -3.28495, 
1532142276.452072000, 432.774, 283.104, -3.11732, 
1532142276.952600000, 432.742, 286.432, -3.1156, 
1532142277.452963000, 433.001, 289.464, -3.10657, 
1532142277.953429000, 433.127, 292.383, -3.01003, 
1532142278.453825000, 433.148, 294.981, -3.16855, 
1532142278.954264000, 433.267, 297.387, -2.9955, 
1532142279.454678000, 433.281, 299.423, -2.90852, 
1532142279.955091000, 433.354, 300.928, -2.93863, 
1532142280.455617000, 433.461, 302.684, -2.74299, 
1532142280.955964000, 433.451, 304.261, -2.82245, 
1532142281.456384000, 433.53, 306.196, -2.73037, 
1532142281.956839000, 433.602, 308.421, -2.7925, 
1532142282.457279000, 433.604, 310.911, -2.6721, 
1532142282.957709000, 433.533, 313.583, -2.67358, 
1532142283.458137000, 433.336, 316.566, -2.69311, 
1532142283.858476000, 433.098, 318.875, -2.51185, 
1532142283.958562000, 432.973, 319.778, -2.64942, 
1532142284.058627000, 432.934, 320.107, -2.40245, 
1532142284.158723000, 432.814, 318.551, -2.20815, 
